parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.162727,DERW_DENW272_24_79,Germany,237.30759674834,38.767233989074136,22635423.0,1.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,16.298177579999994,DERW_DENW2736_0_6,Germany,237.30759674834,38.767233989074136,22635423.0,22.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,18.3259,DERW_DENW274_0_23,Germany,237.30759674834,38.767233989074136,22635423.0,7.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.099409,DERW_DENW2742_0_16,Germany,237.30759674834,38.767233989074136,22635423.0,4.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2011,2011-01--2011-12,0.0186348,ATOK900470058,Austria,107.127966860564,28.413315299263893,19909000.0,0.0,74021.25,0.0381529782796336,0.0,13.546450447601153,420040461384.701,31.4,7.0,4.4,18.5,19.7,11.1,0.0,7.9,0.0,25.66
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.375,DERW_DENI_18001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,10.5583,DERW_DENI_18001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,4.5583300000000015,DERW_DENI_21068,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.08211,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,4.59167,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,7.72083,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0675,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,18.125,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.261892904,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.54167,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,3.63333,DERW_DENI_22001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,1.74167,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,18.13223941,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.1288,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,1.95417,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0525,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,10.8833,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.105,DERW_DENI_21068,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,12.3667,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,4.38333,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,15.014923089999998,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.2278,CZDYJ_1140,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,25.7540725,CZDYJ_1140,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.52836,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,12.7583,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,5.4079256,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3164-07-6,total,water,{massRatio},2008,2008-01--2008-12,9.4226,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,11.2833,DERW_DENI_21068,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.1225,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,5.73043,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.119063125,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,6.49948,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,8.825,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.2925,CZDYJ_1140,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,14.7167,CZDYJ_1140,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3161-03-3,total,water,mg{N}/L,2008,2008-01--2008-12,2.2763,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,2.30078,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3161-01-1,total,water,mg{N}/L,2008,2008-01--2008-12,6.475,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,8.45534865,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.975,FRCR457,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,5.53846,DERW_DENW46_0_13,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,4.63077,DERW_DENW272_121_130,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.78333,DERW_DENW2788_0_2,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.061539999999999,DERW_DENW2786_0_2,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,20.51175191,DERW_DENW32_0_43,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_2303-17-5,total,water,ug/L,2009,2009-05-25--2009-09-22,0.05,CZOHL_0400,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_2303-17-5,total,water,ug/L,2009,2009-05-16--2009-09-27,0.05,CZHVL_0360,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,0.435741,FRCR157,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_15307-86-5,total,water,ug/L,2014,2014-01-13--2014-11-27,0.02417,CZOHL_1370,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2014,2014-01-08--2014-11-25,0.02,CZOHL_0770,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_111988-49-9,total,water,ug/L,2014,2014-05-12--2014-06-02,0.01,CZDVL_0450,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_135410-20-7,total,water,ug/L,2014,2014-05-12--2014-06-02,0.01,CZDVL_0450,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_138261-41-3,total,water,ug/L,2014,2014-05-12--2014-06-02,0.01,CZDVL_0450,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_153719-23-4,total,water,ug/L,2014,2014-01-13--2014-12-15,0.01,CZDVL_0450,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_2303-17-5,total,water,ug/L,2014,2014-05-12--2014-06-02,0.01,CZDVL_0450,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3131-01-9,total,water,%,2011,2011-01--2011-12,95.0111,ATOK412090028,Austria,107.127966860564,28.413315299263893,19909000.0,0.0,74021.25,0.0381529782796336,0.0,13.546450447601153,420040461384.701,31.4,7.0,4.4,18.5,19.7,11.1,0.0,7.9,0.0,25.66
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0171943,FRCR3,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,95.32,FRCR3,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,50.9779,FRCR3,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,1.57763,FRCR3,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_153719-23-4,total,water,ug/L,2016,2016-01-12--2016-03-01,0.01,CZDVL_0760,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_19666-30-9,total,water,ug/L,2016,2016-01-12--2016-03-01,0.01,CZDVL_0760,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
