parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,344.667,FRDR173A,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,1.76667,FRGR0173,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.1060214624,FRGR0173,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,0.928889,FRGR0173,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0383333,FRGR1022,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,3.881956614,FRGR0171,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,17.2379,FRGR0171,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.0742985375999999,FRGR0171,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,18.9363,FRGR0171,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,5.27313251,FRGR0175,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0483333,FRGR0175,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2009,2009-01--2009-12,13.5043,FRGR0176,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,216.25,FRGR0004B,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,1.55177,FRGR0004B,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,1.6,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2009,2009-01--2009-12,1.4375,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.666667,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0319517999999999,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,10.0333,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,2.5782700000000003,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.03165495996,FRDR651,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,103.317,FRDR651,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,96.72,FRDR606,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,93.3182,FRDR1808,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,14.56150975,FRDR609,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,22.8052478,FRFR238,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,98.7412,FRFR238,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0825,FRFR238,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,3.17579,FRFR327C,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.02718994497,FRFR235A,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,86.4667,FRGR1507,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,50.9276,FRGR0186,France,122.299437237519,30.8319059046492,71176346.0,4.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,41.6801,FRGR0186,France,122.299437237519,30.8319059046492,71176346.0,4.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2009,2009-01--2009-12,4.5,FRGR0004B,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.1333,FRGR0004B,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0566458007999999,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2009,2009-01--2009-12,13.9065,FRGR0175,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,1.8495,FRGR0175,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,82.2333,FRGR0176,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,1.04152,FRGR0176,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,4.54838834,FRGR0004B,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,177.75,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,2.65475,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.23888,FRGR0178A,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,32.8349,FRGR1507,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2008,2008-01--2008-12,38.6866,FRFR634,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2008,2008-01--2008-12,102.096,FRFR58,France,122.299437237519,30.8319059046492,71176346.0,1.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,97.3333,FRGR0527,France,122.299437237519,30.8319059046492,71176346.0,1.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2008,2008-01--2008-12,12.975,FRGR0527,France,122.299437237519,30.8319059046492,71176346.0,1.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.0591446484,FRGR0007F,France,122.299437237519,30.8319059046492,71176346.0,5.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,14.569832509999998,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.167798064,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-07-6,total,water,{massRatio},2008,2008-01--2008-12,35.2395,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-03-3,total,water,mg{N}/L,2008,2008-01--2008-12,1.35306,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,5.70435,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,2.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,7.58081,FRGR0544,France,122.299437237519,30.8319059046492,71176346.0,3.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,10.625,FRGR0546,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2008,2008-01--2008-12,14.3,FRGR0546,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,19.75132612,FRGR0547B,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,3.4858300000000004,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,3.35555,FRGR0543,France,122.299437237519,30.8319059046492,71176346.0,0.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26
