parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0032,UKSC004734,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0338,UKSC006107,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,84.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0029,UKSC006500,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,1.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0035,UKSC006838,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,5.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.1009,UKSC010062,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0097,UKSC020054,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,3.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0081,UKSC020572,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0157,UKSC020633,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,1.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0256,UKSC023043,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0507,UKSC023282,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0125,UKSC023294,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,8.1417,UKSC004000,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,5.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,7.15,UKSC006834,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,0.2855,FI24_011_Y02,Finland,18.1485472672831,14.177182135138864,2147000.0,2.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,11.1632,FI24_011_Y02,Finland,18.1485472672831,14.177182135138864,2147000.0,2.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.107,FI21_011_Y01,Finland,18.1485472672831,14.177182135138864,2147000.0,33.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.0361295,UKSC010092,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,2.0692,UKSC006806,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,1.4912,UKSC010084,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,5.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,0.6092,UKSC010145,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,1.845,UKSC010000,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,5.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,0.5703,UKSC010156,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2007,2007-01--2007-12,0.0490952,DKRIVER1-7-B-0155-010,Denmark,137.976565849012,17.870783996843997,6398076.0,3.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,3.92,DKRIVER1-7-B-0155-010,Denmark,137.976565849012,17.870783996843997,6398076.0,3.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,5.4,DKRIVER1-9-B-0600-010,Denmark,137.976565849012,17.870783996843997,6398076.0,2.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0234,DKRIVERRIB_1-10-01915,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_7723-14-0,total,water,mg{P}/L,2007,2007-01--2007-12,0.0701667,DKRIVER3468,Denmark,137.976565849012,17.870783996843997,6398076.0,5.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0548420999999999,DKRIVER7765,Denmark,137.976565849012,17.870783996843997,6398076.0,9.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,4.377,DKRIVERODE_1-15_221,Denmark,137.976565849012,17.870783996843997,6398076.0,1.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,1.487,DKRIVERODE_1-15_221,Denmark,137.976565849012,17.870783996843997,6398076.0,1.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.2587,DKRIVERROS_2-3_06642,Denmark,137.976565849012,17.870783996843997,6398076.0,6.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_31615-01-7,total,water,mg{N}/L,2007,2007-01--2007-12,4.25143,DKRIVERNYK_2-5_58,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3133-01-5,total,water,mg{O2}/L,2007,2007-01--2007-12,1.42625,DKRIVERRIB_1-10-01822,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_31615-01-7,total,water,mg{N}/L,2007,2007-01--2007-12,4.9875,DKRIVERRIB_1-10-01822,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,3.44,DKRIVERRIB_1-10-01915,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_31615-01-7,total,water,mg{N}/L,2007,2007-01--2007-12,4.07333,DKRIVERRIB_1-10-01915,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,2.95556,DKRIVER3468,Denmark,137.976565849012,17.870783996843997,6398076.0,5.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2007,2007-01--2007-12,3.7975,DKRIVER7765,Denmark,137.976565849012,17.870783996843997,6398076.0,9.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_14265-44-2,total,water,mg{P}/L,2007,2007-01--2007-12,0.0594,DKRIVER7765,Denmark,137.976565849012,17.870783996843997,6398076.0,9.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,1.22947,DKRIVER7765,Denmark,137.976565849012,17.870783996843997,6398076.0,9.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,3.70947,DKRIVER7765,Denmark,137.976565849012,17.870783996843997,6398076.0,9.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3133-01-5,total,water,mg{O2}/L,2007,2007-01--2007-12,1.851,DKRIVERROS_2-3_06642,Denmark,137.976565849012,17.870783996843997,6398076.0,6.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,0.969565,DKRIVERNYK_2-5_58,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,4.32191,DKRIVERNYK_2-5_58,Denmark,137.976565849012,17.870783996843997,6398076.0,0.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.12205,DKRIVERROS_2-3_06642,Denmark,137.976565849012,17.870783996843997,6398076.0,6.0,22854.875,0.0,0.0,12.109767620706576,347519725465.965,12.78,5.78,6.29,23.86,11.57,1.61,0.0,7.65,30.46,27.27
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,6.6173,UKSC010520,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,7.766,UKSC010669,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,18.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.072128,UKSC003801,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,14.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.118496,UKSC004402,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.046368,UKSC004700,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.1084496,UKSC006200,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,4.5285,UKSC010391,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,5.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,1.276,UKSC020330,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,7.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0388976,UKSC006832,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,14.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0396704,UKSC004202,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,2.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.050876,UKSC003904,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.058604,UKSC005953,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0627255999999999,UKSC006000,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,7.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0564144,UKSC006107,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,84.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0151984,UKSC006501,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,2.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,0.5555,UKSC010150,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,6.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,1.1638,UKSC010457,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,2.35,UKSC020110,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,2.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,3.7767,UKSC020057,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2007,2007-01--2007-12,0.0397991999999999,UKSC005701,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,2.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,0.7609999999999999,UKSC020586,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,2.48,UKSC020329,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,15.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,7.185,UKSC023000,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,4.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,8.445,UKSC020305,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,19.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,1.61,UKSC020093,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_3163-01-7,total,water,mg{Si}/L,2006,2006-01--2006-12,7.0333,UKSC020099,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,1.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.12908085,UKSC010484,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,1.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2008,2008-01--2008-12,0.0004863559999999,UKSC010101,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,0.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25
